Date,AUD_USD_ret,CAD_USD_ret,NZD_USD_ret,ZAR_USD_ret,CPI,TB3MS,M1,M2,wti_ret
1962-11-01,0.009112635,0.00096458144,0.0018359132,0.050490174,0.0011930645,-0.018191518,-0.020180494,-0.0039285026,-0.041748744
1962-12-01,0.033293594,-0.027274549,0.03298325,-0.044361625,-0.0014625374,0.23413672,0.022544963,-0.0003609353,-0.02009036
1963-01-01,0.03469318,-0.01927794,0.03427642,-0.035507537,0.0009890536,0.051545076,0.00079537276,0.00291153,0.038166344
1963-02-01,0.02027962,0.00030604712,0.006790303,-0.039646294,-0.0048974464,-0.17022851,0.0029361595,-0.0030467836,-0.076881416
1963-03-01,-0.0012342023,0.012200082,-0.031980842,0.036122646,0.0044023106,-0.24727014,-1.41711735e-05,0.0004766378,0.11254774
1963-04-01,0.0187273,0.029761804,-0.014292918,0.010171954,-0.0063705253,0.092303656,-0.0034292745,-0.0010784322,-0.113401085
1963-05-01,0.004850295,-0.019891076,0.03563942,-0.046653736,-0.005418385,-0.32712093,0.0016649861,0.002485696,-0.101691194
1963-06-01,0.032532793,-0.022608597,0.015070522,-0.017345803,0.0022468998,0.060366392,-0.0034781827,-0.008007584,0.011841429
1963-07-01,-0.05339814,0.026324885,-0.03138167,0.071870096,0.0005674618,-0.08748169,0.001997385,0.0034371817,0.07753155
1963-08-01,0.016321769,0.024165453,0.01019537,0.02518909,-0.0010972497,0.1507029,-0.0052435272,-0.0042864857,-0.10491026
1963-09-01,0.010927041,0.0019418339,-0.028413836,-0.021185989,-0.00047882405,0.046266876,0.00949767,0.000871483,0.015952935
1963-10-01,0.009331663,-0.0053346753,0.03629733,-0.0125486115,-0.00038671106,-0.2567415,0.0004980529,0.0008372657,-0.046632733
1963-11-01,0.007334946,-0.0028033883,0.0038162817,0.039882567,0.0041218917,0.0024725844,-0.009945396,-0.00064142974,0.16130039
1963-12-01,-0.020746311,0.025550667,0.011821722,0.035201654,-0.004287336,-0.038404405,-0.00066415814,0.0007683583,-0.11238566
1964-01-01,0.00941176,-0.014406108,0.029148735,-0.04447214,-0.0027387773,-0.36569634,-0.0029072918,0.00095906755,-0.08694478
1964-02-01,0.0037919264,-0.0031819304,0.0035948846,0.0014871911,0.0024485649,0.094375886,-0.004458506,-0.0014994079,0.08622854
1964-03-01,-0.022407344,0.01361667,-0.017639574,0.017078556,-0.0007458974,0.022654783,-0.006978806,-0.001820887,0.006065439
1964-04-01,0.021746147,0.006040287,0.019330552,-0.0137369,-0.0045723952,0.28995973,-0.006159603,-0.0023380825,-0.09813598
1964-05-01,0.022335408,0.016701166,-0.0076921275,0.009927086,-0.0017992228,-0.13456772,0.013256181,6.5001776e-05,-0.05394825
1964-06-01,-0.01941742,-0.013544374,0.011008382,-0.0059080347,-0.0006675214,0.099292405,-0.014803557,-0.0009228674,-0.057837658
1964-07-01,0.0060487185,-0.012165362,0.004467497,-0.04044275,0.0014974371,0.1444819,0.019355772,0.003396578,0.08736401
1964-08-01,0.0013660978,0.0035830033,0.004879391,-0.02922118,0.0020712933,0.11887476,-0.0101939915,-0.0014163303,0.0022111882
1964-09-01,-0.015173629,0.02349666,-0.022072144,0.018388748,-0.0022608738,-0.0233543,-0.007068849,-0.00389472,-0.0317261
1964-10-01,-0.018385643,0.018442169,-0.0042763376,0.011239564,0.003942821,-0.33285007,0.0015428003,0.0029669027,0.009252959
1964-11-01,-0.008873366,0.009895923,-0.015530857,0.01180562,-0.0011724916,-0.14340846,-0.013126814,-0.0039117173,0.08339078
1964-12-01,-0.048189845,0.034229912,-0.033089038,0.07004847,-0.00012562412,-0.14127165,0.0056070853,0.0020515828,-0.072357155
1965-01-01,0.03871146,-0.0005545166,0.030378612,-0.017213067,-0.002855508,0.038176954,0.0070353397,0.0021442985,-0.10099403
1965-02-01,0.0242914,-0.013171039,0.023479512,-0.03492964,-0.003942008,-0.08126313,-0.0022643881,-0.00016232973,-0.0006913426
1965-03-01,0.0037392674,-0.0043213624,-0.016264949,0.036216673,0.0058666617,-0.38515368,0.012070734,0.0058681336,0.06122753
1965-04-01,0.009402915,0.017414112,-0.020477533,0.01040667,-0.0041155666,-0.03817624,-0.02986837,-0.0054585123,-0.079865694
1965-05-01,0.033962835,-0.017972924,0.014534923,-0.033215277,0.00096735393,0.28231788,0.008846142,0.0009720697,0.05452712
1965-06-01,0.029009908,-0.017567582,0.03261884,-0.0353633,-0.00046498718,0.27996916,0.014520102,-0.0029448154,0.044907283
1965-07-01,-0.001071271,-0.01816291,-0.010690894,-0.011721198,0.0036848397,0.28595325,-0.017490353,-0.0053023132,0.08420321
1965-08-01,0.00089639175,-0.0056204475,-0.01940599,0.033804636,0.005008974,0.0041463827,0.0074420283,0.00421356,0.12048553
1965-09-01,-0.013068709,0.030945376,-0.02923776,0.033200115,-0.0047261985,-0.1952104,0.0029484248,-0.000109639484,-0.17997661
1965-10-01,0.0047467547,0.016512727,-0.0025068014,0.06638285,0.0036411476,-0.28216472,-0.015102923,-0.0014985795,-0.01036028
1965-11-01,-0.018756675,0.029473413,-0.019411325,0.027574388,-0.006196939,-0.16077273,-0.0134545285,-0.0018633448,-0.075641125
1965-12-01,0.022898411,0.0060048555,0.039560005,-0.044756506,-0.0012916412,-0.3514347,0.0043508452,0.005089901,-0.054605227
1966-01-01,0.043250732,-0.0061688665,0.031146046,0.0015376123,0.005759748,-0.01657067,0.01027012,0.0021848746,0.15090719
1966-02-01,-0.027423652,0.0132105695,-0.03131479,0.043915823,0.0031414889,-0.08791537,-0.017578522,-0.0025912924,0.08997974
1966-03-01,-0.008522369,0.013314095,0.0015208963,-0.0051487857,-0.0018661406,-0.035467505,-0.012965846,-0.0028607787,-0.08570728
1966-04-01,0.029395439,-0.0133762965,0.032539915,-0.035043452,-0.0034078034,-0.050059546,0.0045160516,0.0011935518,-0.09636458
1966-05-01,0.0018479705,0.0143386945,-0.0056222207,0.0027096318,-0.0014095529,-0.028941628,0.01347038,0.0036710487,-0.018443594
1966-06-01,-0.006799438,-0.005162287,0.017924942,-0.008956894,0.00074617215,0.23801099,-0.0035023836,0.0013521344,0.04723269
1966-07-01,-0.05824028,0.01909181,-0.017787274,0.035979636,-0.0004813875,-0.19897428,-0.012310202,-0.0009429191,-0.038376115
1966-08-01,0.010996048,0.0039237216,0.023265252,0.0017911218,0.001326855,-0.022240689,-0.0028444703,-0.0023528424,-0.013478869
1966-09-01,-0.015529041,0.0037484155,-0.014034086,0.014158849,-0.0015396755,0.060617376,0.002126217,-0.0012247398,0.09623228
1966-10-01,-0.00813968,0.022725927,-0.001691368,0.01826929,0.00047330128,-0.07435897,0.007408467,0.0038662832,-0.018729554
1966-11-01,-0.0020761646,0.0117078,0.005581355,0.00018051191,-0.0019738732,-0.2948837,0.007583095,0.0003036488,-0.09336426
1966-12-01,0.009078582,-0.0055215517,0.02440944,-0.009926311,0.0017978641,-0.0094410945,-0.009519758,-0.0032069678,0.026536128
1967-01-01,-0.024219332,0.01529241,-0.009123742,0.0040382557,-0.0016675167,-0.039706368,0.006243619,0.0036913115,-0.026859678
1967-02-01,0.031731293,0.002901087,0.014065343,-0.027057527,-0.003051956,0.27649695,-7.062246e-05,0.00044476343,-0.117242865
1967-03-01,0.028683739,-0.02554645,0.013082308,-0.027991598,0.0064217416,0.16523811,-0.007856653,0.002220292,0.19553313
1967-04-01,-0.009778857,-0.016479122,-0.021109613,-0.015044073,0.0035659932,0.21260345,-0.005665432,-0.0012686985,0.14229953
1967-05-01,-0.049764894,0.023924874,-0.04852504,0.07175218,-0.003990839,-0.09896382,-0.0014285579,0.0013870125,-0.08743877
1967-06-01,-0.008751336,0.008433504,-0.03429482,0.056429815,0.0023707554,-0.08250318,-0.027322004,0.0013117326,-0.035861585
1967-07-01,0.02303462,0.007230056,0.03503572,-0.006094387,-0.003407039,0.21972305,0.008097037,-0.0009145879,-0.08479611
1967-08-01,0.035309486,-0.030722952,0.031901687,-0.04399,-0.0017629609,0.07583207,0.020129232,0.0006775955,-0.064283855
1967-09-01,0.04689633,-0.03565761,0.032919083,-0.031340208,0.0045012473,0.16742136,-0.007563572,-0.0046915817,0.15680915
1967-10-01,-0.053575218,-0.0012698743,-0.042727534,0.05632634,-0.003509024,0.00941231,-0.0024654863,0.00489902,-0.0018819092
1967-11-01,-0.0020034416,-0.014411666,-0.011090573,0.044655897,0.0026916899,-0.34779337,-0.0071380795,0.0039137895,-0.014158892
1967-12-01,-0.00218345,0.008354391,0.03800073,-0.019065429,-0.002441247,-0.08752488,-0.01687229,-0.0022214232,0.059726506
1968-01-01,0.028837463,-0.008523434,0.02899065,-0.023235869,-0.0034063526,0.084920585,-0.004175468,-0.0009915017,-0.008804763
1968-02-01,-0.026516369,0.014854152,-0.020727314,0.04278524,0.0018561062,-0.1564515,-0.007843705,-0.00021632799,0.03558614
1968-03-01,0.0020377268,0.010228711,0.0076686153,-0.0021487593,0.0003608422,-0.21650828,0.009701728,0.0032905757,-0.07189638
1968-04-01,0.0070367972,-0.010023853,0.016640551,0.009046428,0.0019821776,-0.14423993,-0.007982434,-0.004901259,0.112736665
1968-05-01,-0.044118457,0.029500967,-0.031092228,0.041004136,-0.00088230614,-0.04347458,0.004586677,0.0028913817,-0.053591654
1968-06-01,0.049457785,-0.011507947,0.03441183,-0.034349468,-0.0005672294,0.24318431,0.001411837,0.0009567957,-0.05815789
1968-07-01,0.029377852,-0.023278845,0.023382232,-0.05346543,-0.003484143,0.19370465,0.011055685,-0.005811454,0.050440498
1968-08-01,-0.049085062,0.012064621,-0.03852528,0.04380174,-0.0017958545,-0.04237277,0.005248278,-0.0027582576,0.081698544
1968-09-01,-0.030020848,0.017002318,-0.032695036,0.048231706,0.002429664,-0.26710066,-0.0042331917,0.0014734521,0.10005267
1968-10-01,-0.021225763,0.018976837,-0.03154193,0.02110363,-0.0026782583,0.004917035,-0.032876115,-0.005552371,-0.058597796
1968-11-01,0.0405378,-0.009888634,0.026480244,-0.029336888,0.0015180556,-0.19011779,0.014220046,0.006788059,0.009361041
1968-12-01,0.009664127,0.022264004,0.0017595832,0.05344983,-0.0008609808,-0.040210303,0.019283805,0.0027566717,-0.0026614699
1969-01-01,0.011086416,0.0039912695,0.030829748,-0.00385473,-0.0022646107,0.036909293,-0.0035241854,0.0042812466,-0.06864698
1969-02-01,-6.0957093e-05,-0.01642966,0.031187488,-0.03155758,-0.00024558057,-0.045040984,0.014270288,0.0038635042,0.008834075
1969-03-01,0.0017832614,-0.011101655,-0.009370719,-0.014129898,-0.0021284162,-0.045984965,-0.012597779,-0.005371526,0.00044073703
1969-04-01,-0.038253352,0.007430106,-0.029304292,0.014586908,0.003135077,0.009787605,-0.0011382754,-0.00010609636,0.029964935
1969-05-01,0.0030608047,0.018039256,-0.018340867,0.016827235,-0.0024778298,0.09326951,-0.008056425,-0.0009568529,-0.057578977
1969-06-01,0.040823214,-0.024472384,0.034601312,-0.031663585,-0.0023948757,0.24358879,0.0127076665,0.0019864987,0.0010158089
1969-07-01,0.008497686,-0.0040879743,-0.0018227192,-0.0077663106,-0.0026209238,-0.17237218,0.0032758866,0.0025685558,0.0787741
1969-08-01,0.032905295,-0.03129145,0.039517473,-0.027848536,0.0025955038,-0.16877282,-0.0027651286,-0.0039647496,0.014197786
1969-09-01,0.0079728,-0.018324222,0.0072331605,0.062378336,0.003164593,-0.2746355,-0.0029204618,0.00445715,0.13992575
1969-10-01,-0.026988363,0.01322283,-0.047940098,0.020331318,-0.0023385382,-0.13658565,-0.023183662,-0.011750216,-0.057478406
1969-11-01,0.025935488,-0.020999927,0.027643107,0.012155453,-0.00013152156,0.23076308,0.0031825474,0.0034784554,-0.024305739
1969-12-01,0.03628936,-0.035302613,0.050681744,-0.03812749,-0.0012461465,0.11887287,0.02618521,-0.0007338425,0.005562753
1970-01-01,-0.009423635,-0.026206933,-0.0015066767,-0.007597922,0.0033371951,0.21073115,-0.0106252795,-0.009987063,-0.0019589998
1970-02-01,-0.025175676,0.0131508745,-0.027260877,0.04234338,0.0029043981,-0.09627177,-0.014423254,-0.0019553215,0.07971244
1970-03-01,0.0352379,-0.006669929,0.032276116,-0.034106147,-0.0037422888,0.2623603,0.0014047998,-0.0007931967,-0.09532616
1970-04-01,0.021015434,0.005129232,-0.0009231199,-0.006035306,0.0033782937,-0.036065225,0.02036938,0.0052475287,0.039728917
1970-05-01,-0.002935437,-0.023496615,0.008179532,-0.024093434,0.002021705,0.15808581,-0.023335084,-0.006628194,0.048996583
1970-06-01,-0.04392284,0.020701518,-0.049097884,0.052768804,0.0015233618,0.035319444,-0.0005455062,0.0031882357,0.029253896
1970-07-01,-0.010827624,0.02222689,-0.01782848,0.0051528807,0.0009054603,-0.1636426,0.0008408235,-0.00046078538,-0.045119774
1970-08-01,-0.006953525,-0.006195564,0.0071885553,-0.0058550714,-0.0019351614,-0.019257765,-0.01513929,-0.0031356693,0.07486683
1970-09-01,-0.023792595,0.032119833,-0.00666712,0.013865572,-0.0032988077,-0.009080591,0.014612345,0.0058281953,-0.045511317
1970-10-01,0.016218927,0.005190706,0.03150888,-0.019709915,-0.003508064,-0.22627193,-0.00096488924,-0.001177704,-0.0987183
1970-11-01,0.022702914,-0.019135425,0.03056566,-0.013116927,0.0060898853,-0.3266445,0.004355552,0.005097905,0.11993968
1970-12-01,-0.0027024783,0.014647457,-0.00033204432,0.01580257,-0.0014940789,-0.040978517,-0.002245415,0.002006984,-0.008105833
1971-01-01,-0.022027,-0.006431638,-0.0068806806,0.006964284,0.0010648046,0.090729706,0.0012272588,0.00049472746,-0.03991713
1971-02-01,0.026811516,-0.01902433,0.021130037,-0.021269724,0.0016044532,0.03023778,-0.0005425242,-0.003927135,0.04090427
1971-03-01,0.008954599,-0.0046211584,0.011045214,-0.041715834,-0.0011189131,0.024781138,0.0047027767,-0.0013855826,0.0020479641
1971-04-01,0.011665287,0.0072711282,-0.017968185,0.039235607,0.0025536388,-0.32290787,0.0007883892,-0.00018105964,0.10815033
1971-05-01,-0.010788982,0.015055985,-0.022824029,0.02919334,-0.0017695228,-0.07071208,-0.023513982,-0.0048416196,-0.079168454
1971-06-01,0.045136843,-0.031312224,0.025423966,-0.04527984,-0.003694494,0.25754708,0.016250575,0.004555972,-0.020464849
1971-07-01,0.016247457,-0.01869889,0.017763916,-0.043984197,-0.005363343,-0.06584828,0.003461201,-0.0042324783,0.0062629567
1971-08-01,-0.008973177,-0.010294291,-0.018990718,0.031862017,0.00533581,-0.26128712,-0.00028903005,-0.0014063113,0.15005112
1971-09-01,0.009703832,0.023097452,-0.02189567,0.053476732,-0.0008915937,0.012945273,-0.02374668,-0.0038815858,-0.11034263
1971-10-01,0.037617903,-0.013734008,0.022569178,-0.017313989,-0.002117918,0.26894408,0.013254395,0.00245851,0.082737625
1971-11-01,0.037527915,-0.030994372,0.033889037,-0.043682203,-0.001217343,0.28080174,0.017744765,0.00011324016,0.0314671
1971-12-01,-0.037082568,-0.0028719103,-0.027808722,0.039847486,-0.0017017714,0.04610661,-0.011333266,-0.0066047036,-0.009448746
1972-01-01,-0.026999567,0.0057708337,-0.03225643,0.06417689,0.0059477747,-0.3541213,-0.0022128352,0.0037431181,0.08335374
1972-02-01,-0.003044602,0.0009817558,-0.008398248,0.012970816,0.0033362508,0.067795336,-0.0099397,-0.0021930072,0.108314015
1972-03-01,0.030596543,-0.02745792,0.034413066,-0.045805633,-0.0025888868,0.29904768,0.012707728,0.0022915127,-0.0051198443
1972-04-01,0.032284666,-0.020796357,0.025622077,-0.012468645,0.0047355215,0.1264546,0.0086992495,0.004332911,0.12534194
1972-05-01,-0.034010947,0.0013335698,-0.032867476,0.035835363,0.00011515645,0.083997376,-0.013869427,-0.004782272,0.039563645
1972-06-01,-0.028663049,0.009831644,-0.014701418,0.027271375,-0.0034066928,-0.14705929,0.00722277,0.004742491,-0.10456178
1972-07-01,0.0003155538,-0.0049447794,0.014535684,0.025853446,0.0021338616,-0.17480144,-0.010411556,-0.0011279166,0.022992376
1972-08-01,0.012776214,0.0034699033,0.024852699,-0.0066512357,-0.0055496125,0.1424428,-0.007323294,0.0005570672,-0.089619406
1972-09-01,0.030260744,-0.014861566,0.015695872,-0.045974016,-0.0023228154,0.00984386,0.018734999,0.004196925,-0.0619087
1972-10-01,0.030381026,-0.012252941,0.013001135,-0.052201223,-0.00350005,-0.050520837,-0.006698589,-0.0064378544,-0.048229884
1972-11-01,0.0140983,0.0005543406,-0.022117637,0.04719251,0.0048809387,-0.2554396,0.009353285,0.0021853244,0.1110658
1972-12-01,0.004289026,0.0313123,-0.026340216,0.023631902,-0.0024509232,0.020530473,-0.02408295,-0.0037765417,-0.15358123
1973-01-01,0.04928897,-0.01838984,0.019598786,-0.037955508,-0.004919918,0.35898042,0.008507113,0.002091427,-0.05321675
1973-02-01,0.0465516,-0.022163734,0.037652496,-0.028445954,0.0054309065,0.27230954,-0.00059094164,-0.00085840956,0.16569616
1973-03-01,-0.03257592,-0.014742563,-0.045808677,0.044216618,0.0015013487,0.23995197,-0.007070413,-0.0010785309,0.107642554
1973-04-01,-0.02817918,0.019908952,-0.020985596,0.0068453015,-0.003689025,-0.31258082,0.016625443,0.008716316,-0.15468876
1973-05-01,0.0034295784,-2.658822e-07,0.02209539,0.023200603,0.003469457,-0.25334948,-0.021672046,-0.00055212417,0.029623443
1973-06-01,-0.017227348,0.025448231,0.0042995033,0.0038855087,-0.0059640594,-0.28461093,-0.012953351,0.00089151406,-0.033581585
1973-07-01,0.016401106,0.0032068999,0.029714886,-0.019726422,-0.0022691204,-0.27360767,0.0023787299,0.005094663,-0.13499595
1973-08-01,0.039608166,-0.01257467,0.016734574,-0.023716414,0.0021003755,0.07812357,0.004729998,-0.004054201,0.057296082
1973-09-01,-0.03347394,0.03652183,-0.013325734,0.04488318,-0.002225127,-0.220951,0.014006621,0.0038420893,-0.10634565
1973-10-01,-0.0017311267,0.0035415755,0.01770972,0.018995428,-0.00019827519,-0.07839461,-0.0045993663,0.0009344951,0.0057421415
1973-11-01,0.006742568,-0.013645564,0.016013056,-0.021493273,0.0010219855,-0.14990681,0.005303901,0.0009610846,-0.008795958
1973-12-01,0.012071567,-0.005700225,-0.010635767,0.0047990317,0.0026658857,-0.10608852,-0.012357048,-0.0030861162,0.13026516
1974-01-01,-0.016256768,0.010333016,-0.039038654,0.011679408,0.0018825578,0.07388534,-0.0028751413,-0.0037557648,0.042644247
1974-02-01,-0.013474113,0.0089147985,-0.006646689,-0.0025236434,-0.0014772543,-0.2504246,0.0062430976,0.0030799638,-0.06968939
1974-03-01,-0.0066656778,0.0045296657,-0.019918727,0.040127125,0.0010841324,-0.16032797,-0.021000355,-0.006969253,0.067506745
1974-04-01,-0.031517915,0.028044503,-0.018202912,0.012874176,-0.0029025916,0.045722738,0.019703748,0.0075435895,-0.0470429
1974-05-01,0.052997556,-0.013476656,0.04967535,-0.053828344,0.00064789894,0.14712603,-0.013320898,0.0009279183,-0.034766044
1974-06-01,0.0342436,-0.013714937,0.019730052,-0.06487683,0.00081783644,0.20062928,0.0062904037,-0.005270901,0.11693621
1974-07-01,-0.039457094,0.0037661158,-0.04803095,0.043440405,0.0009389083,0.19544823,-0.0009709529,-0.0009956873,0.13067405
1974-08-01,-0.033206474,0.010115137,-0.031573553,0.027455423,-0.0013265379,-0.096773975,0.0013691,0.0020464908,0.0064431224
1974-09-01,-0.008253042,0.012444199,-0.010415206,-0.0016656001,-0.0012230537,0.139169,-0.021003982,-0.0060225064,-0.05138706
1974-10-01,0.003804807,0.021778094,0.0028650449,-0.018379642,-0.0036596577,0.04263116,0.005912861,0.0010515193,-0.07161173
1974-11-01,0.025838446,-0.0043589333,0.037103195,0.020855673,-0.0019483529,-0.20175807,0.014918159,0.0033220507,-0.051949482
1974-12-01,0.030583736,-0.012992846,0.02980767,0.0034342161,0.0033450963,-0.0155882165,0.00093919935,-0.00041550037,0.119120166
